,Ammonia
2011-01-31 19:00:00,37.65
2011-01-31 20:00:00,42.09
2011-01-31 21:00:00,47.37
2011-01-31 22:00:00,47.67
2011-01-31 23:00:00,36.92
2011-02-01 00:00:00,39.15
2011-02-01 01:00:00,48.89
2011-02-01 02:00:00,40.39
2011-02-01 03:00:00,29.81
2011-02-01 04:00:00,30.92
2011-02-01 05:00:00,36.03
2011-02-01 06:00:00,37.67
2011-02-01 07:00:00,23.83
2011-02-01 08:00:00,22.55
2011-02-01 09:00:00,36.82
2011-02-01 10:00:00,33.99
2011-02-01 11:00:00,26.81
2011-02-01 12:00:00,22.37
2011-02-01 13:00:00,38.87
2011-02-01 14:00:00,37.57
2011-02-01 15:00:00,28.6
2011-02-01 16:00:00,29.78
2011-02-01 17:00:00,41.12
2011-02-01 18:00:00,35.95
2011-02-01 19:00:00,26.84
2011-02-01 20:00:00,25.68
2011-02-01 21:00:00,30.55
2011-02-01 22:00:00,33.95
2011-02-01 23:00:00,24.0
2011-02-02 00:00:00,25.83
2011-02-02 01:00:00,36.28
2011-02-02 02:00:00,35.15
2011-02-02 03:00:00,32.06
2011-02-02 04:00:00,32.21
2011-02-02 05:00:00,36.82
2011-02-02 06:00:00,35.44
2011-02-02 07:00:00,27.89
2011-02-02 08:00:00,30.2
2011-02-02 09:00:00,36.42
2011-02-02 10:00:00,39.06
2011-02-02 11:00:00,24.37
2011-02-02 12:00:00,28.86
2011-02-02 13:00:00,34.52
2011-02-02 14:00:00,33.89
2011-02-02 15:00:00,28.19
2011-02-02 16:00:00,29.23
2011-02-02 17:00:00,41.26
2011-02-02 18:00:00,42.49
2011-02-02 19:00:00,36.6
2011-02-02 20:00:00,39.63
2011-02-02 21:00:00,46.8
2011-02-02 22:00:00,47.52
2011-02-02 23:00:00,32.69
2011-02-03 00:00:00,32.75
2011-02-03 01:00:00,44.43
2011-02-03 02:00:00,43.89
2011-02-03 03:00:00,35.34
2011-02-03 04:00:00,34.66
2011-02-03 05:00:00,47.08
2011-02-03 06:00:00,45.64
2011-02-03 07:00:00,34.18
2011-02-03 08:00:00,36.92
2011-02-03 09:00:00,41.51
2011-02-03 10:00:00,42.36
2011-02-03 11:00:00,29.5
2011-02-03 12:00:00,33.88
2011-02-03 13:00:00,42.21
2011-02-03 14:00:00,41.89
2011-02-03 15:00:00,33.44
2011-02-03 16:00:00,27.81
2011-02-03 17:00:00,35.58
2011-02-03 18:00:00,38.65
2011-02-03 19:00:00,31.89
2011-02-03 20:00:00,33.05
2011-02-03 21:00:00,38.2
2011-02-03 22:00:00,39.63
2011-02-03 23:00:00,32.31
2011-02-04 00:00:00,32.72
2011-02-04 01:00:00,45.62
2011-02-04 02:00:00,42.5
2011-02-04 03:00:00,31.22
2011-02-04 04:00:00,24.15
2011-02-04 05:00:00,36.99
2011-02-04 06:00:00,37.74
2011-02-04 07:00:00,23.42
2011-02-04 08:00:00,19.3
2011-02-04 09:00:00,27.25
2011-02-04 10:00:00,30.41
2011-02-04 11:00:00,20.97
2011-02-04 12:00:00,19.95
2011-02-04 13:00:00,27.44
2011-02-04 14:00:00,25.04
2011-02-04 15:00:00,11.24
2011-02-04 16:00:00,9.99
2011-02-04 17:00:00,18.28
2011-02-04 18:00:00,22.0
2011-02-04 19:00:00,13.8
2011-02-04 20:00:00,13.45
2011-02-04 21:00:00,31.53
2011-02-04 22:00:00,29.89
2011-02-04 23:00:00,24.9
2011-02-05 00:00:00,30.77
2011-02-05 01:00:00,35.49
2011-02-05 02:00:00,35.66
2011-02-05 03:00:00,25.04
2011-02-05 04:00:00,24.24
2011-02-05 05:00:00,35.98
2011-02-05 06:00:00,34.01
2011-02-05 07:00:00,23.63
2011-02-05 08:00:00,24.26
2011-02-05 09:00:00,33.21
2011-02-05 10:00:00,29.87
2011-02-05 11:00:00,23.77
2011-02-05 12:00:00,28.04
2011-02-05 13:00:00,38.77
2011-02-05 14:00:00,37.26
2011-02-05 15:00:00,25.92
2011-02-05 16:00:00,24.72
2011-02-05 17:00:00,41.82
2011-02-05 18:00:00,43.95
2011-02-05 19:00:00,31.53
2011-02-05 20:00:00,32.37
2011-02-05 21:00:00,40.55
2011-02-05 22:00:00,41.75
2011-02-05 23:00:00,33.7
2011-02-06 00:00:00,37.08
2011-02-06 01:00:00,43.32
2011-02-06 02:00:00,42.8
2011-02-06 03:00:00,27.78
2011-02-06 04:00:00,24.73
2011-02-06 05:00:00,37.41
2011-02-06 06:00:00,34.31
2011-02-06 07:00:00,22.86
2011-02-06 08:00:00,24.05
2011-02-06 09:00:00,36.23
2011-02-06 10:00:00,32.92
2011-02-06 11:00:00,13.69
2011-02-06 12:00:00,13.21
2011-02-06 13:00:00,28.01
2011-02-06 14:00:00,29.73
2011-02-06 15:00:00,25.23
2011-02-06 16:00:00,22.81
2011-02-06 17:00:00,28.11
2011-02-06 18:00:00,30.19
2011-02-06 19:00:00,22.39
2011-02-06 20:00:00,24.57
2011-02-06 21:00:00,37.41
2011-02-06 22:00:00,38.43
2011-02-06 23:00:00,30.31
2011-02-07 00:00:00,32.92
2011-02-07 01:00:00,43.64
2011-02-07 02:00:00,52.49
2011-02-07 03:00:00,46.34
2011-02-07 04:00:00,44.7
2011-02-07 05:00:00,53.17
2011-02-07 06:00:00,54.98
2011-02-07 07:00:00,41.53
2011-02-07 08:00:00,41.98
2011-02-07 09:00:00,49.1
2011-02-07 10:00:00,47.78
2011-02-07 11:00:00,41.34
2011-02-07 12:00:00,41.28
2011-02-07 13:00:00,49.79
2011-02-07 14:00:00,44.23
2011-02-07 15:00:00,36.54
2011-02-07 16:00:00,38.33
2011-02-07 17:00:00,53.48
2011-02-07 18:00:00,50.71
2011-02-07 19:00:00,40.8
2011-02-07 20:00:00,40.97
2011-02-07 21:00:00,54.1
2011-02-07 22:00:00,51.91
2011-02-07 23:00:00,42.05
2011-02-08 00:00:00,43.17
2011-02-08 01:00:00,51.91
2011-02-08 02:00:00,48.88
2011-02-08 03:00:00,39.08
2011-02-08 04:00:00,41.89
2011-02-08 05:00:00,47.12
2011-02-08 06:00:00,46.31
2011-02-08 07:00:00,34.08
2011-02-08 08:00:00,37.75
2011-02-08 09:00:00,41.91
2011-02-08 10:00:00,39.54
2011-02-08 11:00:00,31.22
2011-02-08 12:00:00,36.29
2011-02-08 13:00:00,44.97
2011-02-08 14:00:00,42.31
2011-02-08 15:00:00,38.22
2011-02-08 16:00:00,33.55
2011-02-08 17:00:00,36.1
2011-02-08 18:00:00,37.31
2011-02-08 19:00:00,26.57
2011-02-08 20:00:00,24.35
2011-02-08 21:00:00,36.54
2011-02-08 22:00:00,37.12
2011-02-08 23:00:00,26.22
2011-02-09 00:00:00,23.25
2011-02-09 01:00:00,36.04
2011-02-09 02:00:00,37.89
2011-02-09 03:00:00,28.3
2011-02-09 04:00:00,34.51
2011-02-09 05:00:00,40.35
2011-02-09 06:00:00,35.24
2011-02-09 07:00:00,24.14
2011-02-09 08:00:00,25.09
2011-02-09 09:00:00,35.81
2011-02-09 10:00:00,35.01
2011-02-09 11:00:00,27.06
2011-02-09 12:00:00,24.1
2011-02-09 13:00:00,38.52
2011-02-09 14:00:00,37.92
2011-02-09 15:00:00,31.98
2011-02-09 16:00:00,33.31
2011-02-09 17:00:00,43.85
2011-02-09 18:00:00,44.68
2011-02-09 19:00:00,36.05
2011-02-09 20:00:00,37.87
2011-02-09 21:00:00,50.57
2011-02-09 22:00:00,49.61
2011-02-09 23:00:00,41.27
2011-02-10 00:00:00,40.38
2011-02-10 01:00:00,53.16
2011-02-10 02:00:00,49.31
2011-02-10 03:00:00,44.29
2011-02-10 04:00:00,43.24
2011-02-10 05:00:00,47.12
2011-02-10 06:00:00,46.29
2011-02-10 07:00:00,34.12
2011-02-10 08:00:00,36.73
2011-02-10 09:00:00,43.6
2011-02-10 10:00:00,41.4
2011-02-10 11:00:00,26.09
2011-02-10 12:00:00,25.63
2011-02-10 13:00:00,28.29
2011-02-10 14:00:00,24.21
2011-02-10 15:00:00,18.57
2011-02-10 16:00:00,22.57
2011-02-10 17:00:00,34.09
2011-02-10 18:00:00,31.28
2011-02-10 19:00:00,22.51
2011-02-10 20:00:00,23.75
2011-02-10 21:00:00,30.4
2011-02-10 22:00:00,35.37
2011-02-10 23:00:00,28.96
2011-02-11 00:00:00,28.9
2011-02-11 01:00:00,38.59
2011-02-11 02:00:00,38.86
2011-02-11 03:00:00,23.35
2011-02-11 04:00:00,23.77
2011-02-11 05:00:00,31.85
2011-02-11 06:00:00,29.16
2011-02-11 07:00:00,19.9
2011-02-11 08:00:00,26.8
2011-02-11 09:00:00,38.55
2011-02-11 10:00:00,36.48
2011-02-11 11:00:00,29.05
2011-02-11 12:00:00,33.84
2011-02-11 13:00:00,45.73
2011-02-11 14:00:00,44.84
2011-02-11 15:00:00,32.91
2011-02-11 16:00:00,35.22
2011-02-11 17:00:00,45.37
2011-02-11 18:00:00,47.02
2011-02-11 19:00:00,38.73
2011-02-11 20:00:00,41.5
2011-02-11 21:00:00,48.25
2011-02-11 22:00:00,50.87
2011-02-11 23:00:00,40.88
2011-02-12 00:00:00,46.52
2011-02-12 01:00:00,52.3
2011-02-12 02:00:00,55.78
2011-02-12 03:00:00,45.29
2011-02-12 04:00:00,42.31
2011-02-12 05:00:00,49.13
2011-02-12 06:00:00,46.75
2011-02-12 07:00:00,37.85
2011-02-12 08:00:00,39.13
2011-02-12 09:00:00,46.0
2011-02-12 10:00:00,44.83
2011-02-12 11:00:00,41.27
2011-02-12 12:00:00,45.83
2011-02-12 13:00:00,55.05
2011-02-12 14:00:00,53.16
2011-02-12 15:00:00,42.7
2011-02-12 16:00:00,43.77
2011-02-12 17:00:00,48.83
2011-02-12 18:00:00,46.67
2011-02-12 19:00:00,31.5
2011-02-12 20:00:00,33.05
2011-02-12 21:00:00,44.19
2011-02-12 22:00:00,41.82
2011-02-12 23:00:00,36.86
2011-02-13 00:00:00,32.99
2011-02-13 01:00:00,37.8
2011-02-13 02:00:00,38.19
2011-02-13 03:00:00,32.02
2011-02-13 04:00:00,37.37
2011-02-13 05:00:00,44.75
2011-02-13 06:00:00,47.01
2011-02-13 07:00:00,36.7
2011-02-13 08:00:00,36.01
2011-02-13 09:00:00,47.56
2011-02-13 10:00:00,48.26
2011-02-13 11:00:00,33.21
2011-02-13 12:00:00,37.81
2011-02-13 13:00:00,50.67
2011-02-13 14:00:00,47.23
2011-02-13 15:00:00,38.19
2011-02-13 16:00:00,39.36
2011-02-13 17:00:00,48.7
2011-02-13 18:00:00,45.68
2011-02-13 19:00:00,33.6
2011-02-13 20:00:00,33.66
2011-02-13 21:00:00,46.31
2011-02-13 22:00:00,46.81
2011-02-13 23:00:00,35.52
2011-02-14 00:00:00,37.78
2011-02-14 01:00:00,37.96
2011-02-14 02:00:00,41.11
2011-02-14 03:00:00,26.28
2011-02-14 04:00:00,26.06
2011-02-14 05:00:00,32.6
2011-02-14 06:00:00,28.95
2011-02-14 07:00:00,24.04
2011-02-14 08:00:00,23.73
2011-02-14 09:00:00,34.9
2011-02-14 10:00:00,34.77
2011-02-14 11:00:00,27.22
2011-02-14 12:00:00,28.23
2011-02-14 13:00:00,34.06
2011-02-14 14:00:00,37.14
2011-02-14 15:00:00,26.45
2011-02-14 16:00:00,22.63
2011-02-14 17:00:00,31.59
2011-02-14 18:00:00,36.43
2011-02-14 19:00:00,29.84
2011-02-14 20:00:00,29.31
2011-02-14 21:00:00,37.83
2011-02-14 22:00:00,36.58
2011-02-14 23:00:00,33.65
2011-02-15 00:00:00,34.93
2011-02-15 01:00:00,45.23
2011-02-15 02:00:00,47.3
2011-02-15 03:00:00,37.78
2011-02-15 04:00:00,36.73
2011-02-15 05:00:00,44.97
2011-02-15 06:00:00,43.76
2011-02-15 07:00:00,33.77
2011-02-15 08:00:00,36.07
2011-02-15 09:00:00,45.12
2011-02-15 10:00:00,46.31
2011-02-15 11:00:00,35.94
2011-02-15 12:00:00,36.08
2011-02-15 13:00:00,38.98
2011-02-15 14:00:00,41.33
2011-02-15 15:00:00,32.73
2011-02-15 16:00:00,35.95
2011-02-15 17:00:00,36.17
2011-02-15 18:00:00,42.32
2011-02-15 19:00:00,32.17
2011-02-15 20:00:00,35.78
2011-02-15 21:00:00,41.58
2011-02-15 22:00:00,42.76
2011-02-15 23:00:00,29.82
2011-02-16 00:00:00,28.47
2011-02-16 01:00:00,43.86
2011-02-16 02:00:00,42.41
2011-02-16 03:00:00,33.32
2011-02-16 04:00:00,36.1
2011-02-16 05:00:00,46.47
2011-02-16 06:00:00,45.78
2011-02-16 07:00:00,36.79
2011-02-16 08:00:00,43.83
2011-02-16 09:00:00,51.77
2011-02-16 10:00:00,50.7
2011-02-16 11:00:00,43.28
2011-02-16 12:00:00,45.77
2011-02-16 13:00:00,57.25
2011-02-16 14:00:00,56.94
2011-02-16 15:00:00,42.32
2011-02-16 16:00:00,46.49
2011-02-16 17:00:00,50.9
2011-02-16 18:00:00,50.22
2011-02-16 19:00:00,37.43
2011-02-16 20:00:00,37.0
2011-02-16 21:00:00,52.17
2011-02-16 22:00:00,51.72
2011-02-16 23:00:00,42.74
2011-02-17 00:00:00,43.03
2011-02-17 01:00:00,46.17
2011-02-17 02:00:00,42.25
2011-02-17 03:00:00,35.67
2011-02-17 04:00:00,37.31
2011-02-17 05:00:00,48.25
2011-02-17 06:00:00,48.83
2011-02-17 07:00:00,42.31
2011-02-17 08:00:00,40.8
2011-02-17 09:00:00,49.58
2011-02-17 10:00:00,45.04
2011-02-17 11:00:00,31.2
2011-02-17 12:00:00,26.65
2011-02-17 13:00:00,33.83
2011-02-17 14:00:00,38.6
2011-02-17 15:00:00,24.58
2011-02-17 16:00:00,24.71
2011-02-17 17:00:00,30.86
2011-02-17 18:00:00,29.47
2011-02-17 19:00:00,21.54
2011-02-17 20:00:00,20.78
2011-02-17 21:00:00,34.47
2011-02-17 22:00:00,39.13
2011-02-17 23:00:00,22.97
2011-02-18 00:00:00,22.12
2011-02-18 01:00:00,32.59
2011-02-18 02:00:00,36.21
2011-02-18 03:00:00,25.72
2011-02-18 04:00:00,22.8
2011-02-18 05:00:00,28.43
2011-02-18 06:00:00,32.15
2011-02-18 07:00:00,30.76
2011-02-18 08:00:00,43.05
2011-02-18 09:00:00,50.49
2011-02-18 10:00:00,50.12
2011-02-18 11:00:00,39.04
2011-02-18 12:00:00,40.29
2011-02-18 13:00:00,48.66
2011-02-18 14:00:00,44.45
2011-02-18 15:00:00,31.89
2011-02-18 16:00:00,29.25
2011-02-18 17:00:00,41.74
2011-02-18 18:00:00,39.21
2011-02-18 19:00:00,24.05
2011-02-18 20:00:00,26.34
2011-02-18 21:00:00,40.75
2011-02-18 22:00:00,42.49
2011-02-18 23:00:00,30.93
2011-02-19 00:00:00,26.58
2011-02-19 01:00:00,36.02
2011-02-19 02:00:00,35.44
2011-02-19 03:00:00,23.49
2011-02-19 04:00:00,26.29
2011-02-19 05:00:00,41.7
2011-02-19 06:00:00,41.7
2011-02-19 07:00:00,32.51
2011-02-19 08:00:00,29.95
2011-02-19 09:00:00,43.65
2011-02-19 10:00:00,42.56
2011-02-19 11:00:00,31.06
2011-02-19 12:00:00,31.65
2011-02-19 13:00:00,42.4
2011-02-19 14:00:00,42.08
2011-02-19 15:00:00,35.99
2011-02-19 16:00:00,37.04
2011-02-19 17:00:00,44.98
2011-02-19 18:00:00,45.19
2011-02-19 19:00:00,36.67
2011-02-19 20:00:00,32.61
2011-02-19 21:00:00,45.3
2011-02-19 22:00:00,43.37
2011-02-19 23:00:00,32.7
2011-02-20 00:00:00,35.19
2011-02-20 01:00:00,46.41
2011-02-20 02:00:00,43.17
2011-02-20 03:00:00,35.76
2011-02-20 04:00:00,34.0
2011-02-20 05:00:00,48.56
2011-02-20 06:00:00,44.72
2011-02-20 07:00:00,35.47
2011-02-20 08:00:00,33.07
2011-02-20 09:00:00,48.93
2011-02-20 10:00:00,43.83
2011-02-20 11:00:00,35.52
2011-02-20 12:00:00,33.26
2011-02-20 13:00:00,41.37
2011-02-20 14:00:00,42.1
2011-02-20 15:00:00,36.06
2011-02-20 16:00:00,40.82
2011-02-20 17:00:00,44.63
2011-02-20 18:00:00,44.47
2011-02-20 19:00:00,38.9
2011-02-20 20:00:00,33.46
2011-02-20 21:00:00,43.55
2011-02-20 22:00:00,42.69
2011-02-20 23:00:00,34.17
2011-02-21 00:00:00,31.93
2011-02-21 01:00:00,36.93
2011-02-21 02:00:00,31.0
2011-02-21 03:00:00,25.33
2011-02-21 04:00:00,29.61
2011-02-21 05:00:00,40.06
2011-02-21 06:00:00,37.95
2011-02-21 07:00:00,23.78
2011-02-21 08:00:00,26.6
2011-02-21 09:00:00,33.13
2011-02-21 10:00:00,31.19
2011-02-21 11:00:00,20.81
2011-02-21 12:00:00,21.63
2011-02-21 13:00:00,29.69
2011-02-21 14:00:00,30.33
2011-02-21 15:00:00,19.93
2011-02-21 16:00:00,23.54
2011-02-21 17:00:00,36.78
2011-02-21 18:00:00,36.93
2011-02-21 19:00:00,29.12
2011-02-21 20:00:00,36.06
2011-02-21 21:00:00,41.44
2011-02-21 22:00:00,37.09
2011-02-21 23:00:00,29.97
2011-02-22 00:00:00,36.31
2011-02-22 01:00:00,44.4
2011-02-22 02:00:00,48.64
2011-02-22 03:00:00,38.57
2011-02-22 04:00:00,36.17
2011-02-22 05:00:00,42.08
2011-02-22 06:00:00,43.26
2011-02-22 07:00:00,30.69
2011-02-22 08:00:00,31.36
2011-02-22 09:00:00,45.48
2011-02-22 10:00:00,43.51
2011-02-22 11:00:00,37.6
2011-02-22 12:00:00,33.7
2011-02-22 13:00:00,41.22
2011-02-22 14:00:00,36.38
2011-02-22 15:00:00,27.46
2011-02-22 16:00:00,30.56
2011-02-22 17:00:00,40.23
2011-02-22 18:00:00,43.38
2011-02-22 19:00:00,31.3
2011-02-22 20:00:00,32.34
2011-02-22 21:00:00,40.03
2011-02-22 22:00:00,40.61
2011-02-22 23:00:00,32.56
2011-02-23 00:00:00,34.55
2011-02-23 01:00:00,40.38
2011-02-23 02:00:00,37.18
2011-02-23 03:00:00,25.85
2011-02-23 04:00:00,26.04
2011-02-23 05:00:00,36.2
2011-02-23 06:00:00,38.21
2011-02-23 07:00:00,26.34
2011-02-23 08:00:00,22.4
2011-02-23 09:00:00,39.13
2011-02-23 10:00:00,35.32
2011-02-23 11:00:00,28.8
2011-02-23 12:00:00,29.51
2011-02-23 13:00:00,39.82
2011-02-23 14:00:00,39.33
2011-02-23 15:00:00,28.74
2011-02-23 16:00:00,30.76
2011-02-23 17:00:00,38.87
2011-02-23 18:00:00,41.98
2011-02-23 19:00:00,33.99
2011-02-23 20:00:00,35.89
2011-02-23 21:00:00,43.28
2011-02-23 22:00:00,41.74
2011-02-23 23:00:00,28.5
2011-02-24 00:00:00,28.09
2011-02-24 01:00:00,34.67
2011-02-24 02:00:00,38.65
2011-02-24 03:00:00,29.43
2011-02-24 04:00:00,30.5
2011-02-24 05:00:00,39.28
2011-02-24 06:00:00,39.44
2011-02-24 07:00:00,37.39
2011-02-24 08:00:00,36.25
2011-02-24 09:00:00,43.18
2011-02-24 10:00:00,43.95
2011-02-24 11:00:00,26.48
2011-02-24 12:00:00,27.52
2011-02-24 13:00:00,36.15
2011-02-24 14:00:00,33.06
2011-02-24 15:00:00,25.78
2011-02-24 16:00:00,26.86
2011-02-24 17:00:00,31.27
2011-02-24 18:00:00,29.7
2011-02-24 19:00:00,12.57
2011-02-24 20:00:00,15.69
2011-02-24 21:00:00,27.47
2011-02-24 22:00:00,25.84
2011-02-24 23:00:00,19.38
2011-02-25 00:00:00,17.09
2011-02-25 01:00:00,24.99
2011-02-25 02:00:00,27.24
2011-02-25 03:00:00,16.95
2011-02-25 04:00:00,17.41
2011-02-25 05:00:00,26.94
2011-02-25 06:00:00,25.91
2011-02-25 07:00:00,16.91
2011-02-25 08:00:00,17.55
2011-02-25 09:00:00,28.81
2011-02-25 10:00:00,29.91
2011-02-25 11:00:00,21.43
2011-02-25 12:00:00,24.1
2011-02-25 13:00:00,37.76
2011-02-25 14:00:00,40.33
2011-02-25 15:00:00,26.34
2011-02-25 16:00:00,19.55
2011-02-25 17:00:00,32.9
2011-02-25 18:00:00,29.0
2011-02-25 19:00:00,19.93
2011-02-25 20:00:00,17.93
2011-02-25 21:00:00,23.23
2011-02-25 22:00:00,26.03
2011-02-25 23:00:00,20.2
2011-02-26 00:00:00,19.95
2011-02-26 01:00:00,22.69
2011-02-26 02:00:00,22.28
2011-02-26 03:00:00,15.73
2011-02-26 04:00:00,13.22
2011-02-26 05:00:00,24.95
2011-02-26 06:00:00,25.9
2011-02-26 07:00:00,19.55
2011-02-26 08:00:00,21.46
2011-02-26 09:00:00,28.89
2011-02-26 10:00:00,33.09
2011-02-26 11:00:00,23.81
2011-02-26 12:00:00,24.84
2011-02-26 13:00:00,32.06
2011-02-26 14:00:00,31.02
2011-02-26 15:00:00,19.77
2011-02-26 16:00:00,20.77
2011-02-26 17:00:00,36.33
2011-02-26 18:00:00,32.08
2011-02-26 19:00:00,18.53
2011-02-26 20:00:00,24.59
2011-02-26 21:00:00,34.01
2011-02-26 22:00:00,32.1
2011-02-26 23:00:00,26.51
2011-02-27 00:00:00,25.54
2011-02-27 01:00:00,40.96
2011-02-27 02:00:00,42.4
2011-02-27 03:00:00,31.2
2011-02-27 04:00:00,38.05
2011-02-27 05:00:00,44.93
2011-02-27 06:00:00,46.16
2011-02-27 07:00:00,36.94
2011-02-27 08:00:00,40.65
2011-02-27 09:00:00,53.77
2011-02-27 10:00:00,51.99
2011-02-27 11:00:00,39.03
2011-02-27 12:00:00,40.01
2011-02-27 13:00:00,46.47
2011-02-27 14:00:00,51.37
2011-02-27 15:00:00,41.14
2011-02-27 16:00:00,39.43
2011-02-27 17:00:00,48.54
2011-02-27 18:00:00,43.15
2011-02-27 19:00:00,30.42
2011-02-27 20:00:00,34.48
2011-02-27 21:00:00,41.56
2011-02-27 22:00:00,37.76
2011-02-27 23:00:00,30.1
2011-02-28 00:00:00,34.14
2011-02-28 01:00:00,45.39
2011-02-28 02:00:00,47.33
2011-02-28 03:00:00,34.83
2011-02-28 04:00:00,30.58
2011-02-28 05:00:00,44.53
2011-02-28 06:00:00,42.61
2011-02-28 07:00:00,32.09
2011-02-28 08:00:00,36.37
2011-02-28 09:00:00,46.9
2011-02-28 10:00:00,47.08
2011-02-28 11:00:00,43.37
2011-02-28 12:00:00,40.6
2011-02-28 13:00:00,51.82
2011-02-28 14:00:00,50.31
2011-02-28 15:00:00,40.59
2011-02-28 16:00:00,44.61
2011-02-28 17:00:00,54.17
2011-02-28 18:00:00,53.87
2011-02-28 19:00:00,46.2
2011-02-28 20:00:00,43.99
2011-02-28 21:00:00,49.57
2011-02-28 22:00:00,44.98
2011-02-28 23:00:00,29.08
2011-03-01 00:00:00,35.84
2011-03-01 01:00:00,41.45
2011-03-01 02:00:00,40.14
2011-03-01 03:00:00,29.8
2011-03-01 04:00:00,31.24
2011-03-01 05:00:00,43.06
2011-03-01 06:00:00,44.84
2011-03-01 07:00:00,33.1
2011-03-01 08:00:00,32.79
2011-03-01 09:00:00,42.86
2011-03-01 10:00:00,41.33
2011-03-01 11:00:00,36.52
2011-03-01 12:00:00,37.84
2011-03-01 13:00:00,48.76
2011-03-01 14:00:00,49.37
2011-03-01 15:00:00,42.46
2011-03-01 16:00:00,42.25
2011-03-01 17:00:00,46.64
2011-03-01 18:00:00,46.67
2011-03-01 19:00:00,34.55
2011-03-01 20:00:00,33.01
2011-03-01 21:00:00,43.97
2011-03-01 22:00:00,46.79
2011-03-01 23:00:00,36.67
2011-03-02 00:00:00,37.43
2011-03-02 01:00:00,51.29
2011-03-02 02:00:00,50.39
2011-03-02 03:00:00,47.65
2011-03-02 04:00:00,48.08
2011-03-02 05:00:00,50.49
2011-03-02 06:00:00,51.2
2011-03-02 07:00:00,41.73
2011-03-02 08:00:00,44.92
2011-03-02 09:00:00,54.95
2011-03-02 10:00:00,52.54
2011-03-02 11:00:00,38.11
2011-03-02 12:00:00,37.18
2011-03-02 13:00:00,43.41
2011-03-02 14:00:00,40.82
2011-03-02 15:00:00,33.01
2011-03-02 16:00:00,38.22
2011-03-02 17:00:00,48.08
2011-03-02 18:00:00,43.18
2011-03-02 19:00:00,34.7
